                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     85,                0.97059,                0.69797,                 1.0566,                0.64983,                0.35678,                0.35956,                0.24473,                 1.4195,                 1.9807,                 1.4289,              0.0002105,              0.0002105,              0.0002105
                     86,                0.97179,                0.70613,                 1.0606,                0.61695,                0.38555,                0.36517,                0.24916,                 1.4162,                 1.9734,                 1.4223,             0.00019813,             0.00019813,             0.00019813
                     87,                0.97676,                0.69418,                  1.058,                0.64063,                0.38587,                0.36585,                0.24461,                 1.4261,                  2.016,                 1.4318,             0.00018575,             0.00018575,             0.00018575
                     88,                0.95332,                0.69196,                  1.054,                0.61009,                0.39438,                0.36642,                0.24525,                 1.4281,                 1.9894,                 1.4355,             0.00017338,             0.00017338,             0.00017338
                     89,                0.97345,                 0.6711,                 1.0614,                0.61397,                0.39476,                0.36469,                0.24886,                 1.4179,                 1.9823,                 1.4265,               0.000161,               0.000161,               0.000161
                     90,                0.96086,                0.67339,                 1.0536,                0.66335,                0.35259,                 0.3705,                0.25313,                  1.411,                 1.9611,                  1.426,             0.00014862,             0.00014862,             0.00014862
                     91,                0.92184,                0.62221,                 1.0534,                0.60732,                0.37611,                0.36325,                0.24364,                 1.4056,                 2.0025,                 1.4185,             0.00013625,             0.00013625,             0.00013625
                     92,                0.89711,                0.59654,                 1.0518,                0.70819,                0.30396,                 0.3557,                0.23881,                  1.402,                 2.0404,                 1.4188,             0.00012387,             0.00012387,             0.00012387
                     93,                0.88475,                0.58004,                  1.046,                0.66068,                 0.3231,                0.35733,                0.24219,                  1.416,                 2.0488,                 1.4305,              0.0001115,              0.0001115,              0.0001115
                     94,                0.87219,                0.56388,                 1.0423,                0.72209,                0.29732,                0.35585,                0.24163,                 1.4255,                 2.0559,                 1.4405,             9.9125e-05,             9.9125e-05,             9.9125e-05
                     95,                0.86832,                0.57325,                  1.036,                0.72527,                0.29678,                0.35837,                0.24339,                 1.4278,                 2.0576,                 1.4372,              8.675e-05,              8.675e-05,              8.675e-05
                     96,                0.87282,                0.57561,                 1.0426,                0.74622,                0.29167,                0.35598,                 0.2399,                 1.4359,                 2.0684,                 1.4402,             7.4375e-05,             7.4375e-05,             7.4375e-05
                     97,                0.84501,                0.55045,                 1.0256,                0.74067,                 0.2918,                0.36007,                0.24109,                 1.4373,                 2.0765,                 1.4418,                6.2e-05,                6.2e-05,                6.2e-05
                     98,                0.85261,                 0.5576,                 1.0266,                0.74787,                0.28979,                0.35817,                0.24302,                 1.4385,                 2.0919,                 1.4436,             4.9625e-05,             4.9625e-05,             4.9625e-05
                     99,                0.85078,                0.56148,                 1.0268,                0.71237,                0.30006,                0.35877,                0.24124,                  1.439,                 2.0783,                 1.4448,              3.725e-05,              3.725e-05,              3.725e-05
                    100,                0.83643,                0.55498,                 1.0237,                0.59355,                0.36655,                0.35914,                0.24202,                 1.4413,                 2.1097,                 1.4488,             2.4875e-05,             2.4875e-05,             2.4875e-05
